Unnamed: 0,BTN1A1,OLAH,LILRB5,CSF1R,CEL,CELP,LALBA,CSN2,LINC02532,LPO,MED15P9,YIF1B,LOC112268261,SMIM33,LOC105375790,IL16,LOC107985488,LOC105378863,LOC105371982,LOC105370705,DDX55,KLRF2,SLC2A10,SIGLEC14,BCDIN3D,SNRPN,CDRT15P3,GLS,HSF2,OR52E5,LOC105377350,LOC105375248,LOC105375924,TTTY7,TTC41P,LINC02914,GIPC3,PTPN22,CPS1,FYTTD1,ASPG,MIR6729,NPY5R,LINCADL,HNRNPUL1,P2RY10,LOC102724851,LRBA,RGS3,TWIST2,EDNRB-AS1,PYY,SYT15B,C2orf15,KPNA3,CST6,TLE1,MIR4426,IL12RB2,ZNF554,SV2B,LOC105369961,TMEM100,PTPN21,SOHLH2,ANO6,LOC107986384,TRQ-TTG4-1,TAT,LOC105371606,LOC105378231,REELD1,ALOX12B,LOC107987361,MED16,SLC41A3-AS1,LOC105371860,LRRFIP2,LOC105376246,MC5R,MIR521-1,LOC105376364,LOC100996664,PRRC2C,LRCOL1,LOC105378816,NCR3,CTSV,LOC107985188,LOC105369682,ZNHIT1,RAB19,LOC107986837,MIR888,MIR3907,LOC107984023,CD81-AS1,ANO9,LOC105369448,NHLRC1,LHCGR,LOC105377073,ZSCAN12,MIR545,TMCC2,FAM87A,CYP4F11,KCND1,LOC105375251,LOC112268209
GSM5016025,13,7,328,1122,27,5,12,0,0,2,3,357,8,0,0,351,0,3,0,2,657,2,1302,41,204,618,7,2965,472,0,0,0,1,0,18,0,73,156,382,2604,13,1,96,282,3872,34,133,3007,623,155,3,2,261,184,1442,21,730,2924,33,239,138,6,242,1052,22,3609,5,0,5318,0,20,8,7,11,298,3,11,1343,0,0,0,0,24,4398,4,6,8,177,9,1,967,38,2,0,0,3,129,159,0,104,38,5,560,0,29,11,40,65,0,0
GSM5016026,12,9,2366,1918,53,13,0,0,6,4,14,307,6,0,2,644,1,7,2,2,1143,0,919,108,162,413,45,5873,464,0,0,6,1,0,38,0,200,306,384,1828,29,1,335,384,3358,21,754,2151,642,119,13,7,498,97,1178,8,1050,904,65,444,226,12,389,1596,27,4284,1,0,613,0,3,18,21,45,315,34,11,1509,0,0,0,0,44,5442,12,10,9,183,15,0,556,33,6,0,0,9,122,591,0,71,303,3,602,2,46,8,197,142,0,1
GSM5016027,145614,17120,293,1009,41921,11269,2333123,1950673,1403,861,0,217,10,0,3,572,0,2,0,0,659,1,452,84,275,442,2,2649,302,0,0,0,3,0,14,0,47,104,161,2091,25,0,30,352,2728,89,131,1625,502,82,0,1,205,57,932,22,2990,1533,44,231,191,2,302,704,36,2489,3,0,31,0,10,27,1,13,178,24,7,1138,0,1,0,0,28,3401,4,5,11,164,7,0,611,12,3,0,0,4,154,131,0,131,19,2,259,0,30,8,140,49,0,0
GSM5016028,6,8,266,887,46,12,1,3,2,4,10,312,5,2,0,525,0,11,0,0,1161,2,628,29,162,495,14,3190,485,0,0,2,7,0,28,0,52,198,396,1543,29,1,34,110,4057,57,771,2352,673,55,6,1,479,95,981,5,1042,714,22,373,89,4,257,1282,17,3074,3,0,255,0,5,42,14,33,492,11,17,1271,0,0,0,0,21,5965,16,4,4,286,16,0,381,40,3,0,1,5,136,894,0,61,13,2,663,0,52,17,189,116,0,1
GSM5016029,69,97,83,603,46,16,338,61,11,21,10,273,2,4,4,351,1,13,1,2,2898,1,1483,65,286,450,14,11463,1184,0,1,2,2,0,62,0,56,540,504,2608,11,1,298,1,4906,36,1823,3414,280,20,29,7,423,278,1650,3,1213,3141,50,1190,28,20,42,2036,14,2509,26,0,454,0,7,221,1,31,220,61,19,1772,0,0,0,0,75,10274,3,22,2,306,31,0,465,45,8,0,1,14,62,1208,0,171,2,1,842,1,22,26,146,81,1,0
GSM5016030,21,17,225,923,51,16,16,1,7,7,11,292,10,2,1,378,0,6,1,4,1125,1,524,63,160,403,40,5053,508,0,0,1,3,0,30,0,56,283,325,1423,15,0,133,107,3430,40,971,1923,505,37,5,4,527,140,852,8,903,1507,35,484,132,10,221,1448,23,2207,11,0,310,0,2,47,5,30,413,38,11,1409,0,0,0,1,45,5675,10,15,3,145,28,1,536,28,5,0,2,9,94,725,0,83,45,3,463,0,28,18,285,101,0,0
GSM5016031,6468,697,139,689,512,117,134791,82163,146,20,2,398,4,0,0,336,0,3,0,2,633,0,818,22,228,558,7,2189,459,0,0,0,0,0,7,0,59,129,534,2776,8,1,106,100,5833,30,166,4460,603,136,2,1,266,182,1266,6,2099,4853,45,286,62,2,112,1070,16,3527,5,0,237,0,2,22,3,15,488,6,8,1378,1,2,0,0,26,6343,3,9,7,167,4,2,925,33,0,0,0,3,165,156,0,171,17,3,465,0,29,18,144,49,0,0
GSM5016032,37,9,620,897,45,12,1100,605,1,0,7,227,3,0,3,611,0,7,0,1,1101,0,402,1,153,442,4,3348,413,0,0,3,4,0,23,0,108,138,436,1799,18,0,222,740,3229,33,636,1295,529,296,5,2,262,88,1134,6,995,1334,28,279,339,9,792,1495,15,7071,3,0,284,1,12,43,6,38,200,15,10,968,0,0,0,0,27,4077,11,4,3,44,16,0,548,13,3,0,0,9,174,242,0,56,492,2,431,0,22,7,65,111,0,1
GSM5016033,5,9,934,964,45,13,0,0,1,0,2,315,42,0,2,1631,0,9,0,4,886,2,509,155,149,360,9,4081,469,0,0,0,4,0,35,0,327,288,531,2256,90,0,589,1312,3660,93,170,1082,2721,489,10,1,232,38,1474,1,1344,953,35,278,448,3,2065,1632,16,11948,1,0,6,0,4,134,1,73,206,7,5,1283,3,14,0,0,31,4061,21,5,41,12,11,0,612,1,6,0,1,13,317,150,0,79,223,14,360,0,82,1,1,84,0,0
GSM5016034,3,9,1590,1803,41,10,0,0,0,1,1,221,6,0,1,803,0,2,0,0,531,0,481,33,94,240,2,2931,295,0,0,6,0,0,19,0,461,48,199,1409,45,1,441,718,3021,17,75,768,1145,552,2,1,409,23,989,0,1070,364,56,156,265,2,1468,1508,6,7372,0,0,10,0,5,47,0,18,253,6,4,868,0,0,0,0,17,2989,8,2,4,4,11,0,546,1,4,0,0,7,245,40,0,43,375,0,263,0,41,5,2,83,0,1
GSM5016035,7,7,1315,1964,10,3,0,2,0,0,2,355,15,0,3,734,0,0,0,0,428,0,283,49,138,442,5,3144,408,0,0,3,2,0,24,0,249,70,426,2486,22,1,997,2740,3177,26,27,1028,1221,666,6,0,220,21,1913,5,2203,1227,48,124,441,0,1268,1458,9,9547,2,0,79,0,7,2,1,24,360,3,2,1092,3,0,0,0,15,2393,5,1,18,28,2,0,1844,2,0,0,1,8,251,33,0,116,689,22,271,0,53,7,6,64,0,0
GSM5016036,2,5,27,430,24,10,2,0,1,3,12,153,4,0,0,155,0,7,1,1,1319,0,801,37,187,599,9,3366,517,0,0,0,3,0,29,0,21,179,246,2217,14,0,69,5,2790,13,1134,3690,302,26,3,4,207,141,1107,3,460,1083,19,323,8,14,179,1254,6,2479,1,0,981,0,2,43,19,5,66,25,23,1226,0,0,0,0,35,6390,3,15,0,189,12,0,249,68,4,0,0,3,28,316,0,66,7,7,850,0,17,8,74,105,0,0
GSM5016037,11,0,508,768,11,4,1,0,0,1,3,328,5,0,1,529,0,2,0,2,351,0,415,27,90,392,4,1567,359,0,0,0,0,0,16,0,237,42,470,1610,23,0,216,1269,3660,18,37,978,2024,478,2,0,142,27,951,4,1021,1272,27,167,369,1,1121,867,3,7001,2,0,19,0,15,33,0,11,376,0,2,885,0,0,0,0,16,2642,0,3,4,44,3,0,878,5,1,0,0,9,307,29,0,80,41,1,308,0,43,4,16,51,0,1
GSM5016038,5,5,338,542,31,8,0,0,0,0,5,180,3,1,2,576,0,4,1,0,796,0,253,32,97,295,6,2487,437,0,0,5,4,0,30,0,104,109,163,1213,33,1,262,436,3001,21,289,1206,1139,266,7,4,290,53,752,2,942,744,12,300,243,5,395,1218,8,5241,2,0,686,0,7,46,5,36,264,11,10,920,0,0,0,0,34,4304,9,6,1,85,21,0,420,8,2,0,2,10,138,398,0,48,167,2,386,0,15,7,61,116,0,0
GSM5016039,4,1,2468,2038,40,10,0,0,0,0,1,240,12,1,5,795,0,2,2,5,786,1,363,71,96,291,7,3546,299,0,0,30,0,0,18,0,416,84,243,1880,31,0,485,1132,3325,15,87,975,771,350,13,0,739,47,1275,0,933,481,56,141,580,0,712,1616,14,5678,1,0,5,0,18,89,1,66,279,4,9,981,0,2,0,0,13,3284,32,4,7,9,13,0,844,2,2,0,1,23,283,45,0,77,431,9,352,0,62,7,2,105,0,0
GSM5016040,11,3,1820,1745,83,13,17,187,2,1,3,498,9,1,8,1055,0,9,0,1,1257,1,780,54,208,536,11,5808,593,0,0,55,0,0,45,0,544,153,988,3526,158,0,1003,1318,6352,21,266,2424,1124,521,10,2,600,119,2228,5,2261,1030,84,314,439,10,1817,2776,29,12475,2,0,1272,0,11,66,7,88,579,6,19,1748,1,2,0,1,77,6460,42,13,18,36,19,1,1248,20,8,0,0,22,422,212,0,117,979,15,660,0,73,14,98,161,0,1
GSM5016041,3,8,1319,1813,37,9,2,0,1,1,11,367,14,0,5,917,1,7,2,4,700,0,611,215,174,503,13,2999,407,0,3,12,8,0,20,0,248,95,223,2054,65,0,542,656,3376,68,121,2124,732,545,8,3,338,71,1526,1,1070,1295,57,276,242,3,777,1551,5,6050,3,0,4504,0,8,44,2,39,457,8,7,1156,0,1,0,0,28,4948,15,8,20,55,16,7,1320,20,4,0,0,12,213,247,0,114,393,8,399,1,54,12,85,71,0,0
GSM5016042,7,13,489,1127,37,8,1,8,3,4,10,357,2,0,2,393,1,7,0,0,826,0,1194,41,204,621,23,2940,489,1,0,6,2,0,19,0,60,118,254,1895,12,1,72,172,4063,26,480,2504,480,165,11,3,278,151,1046,11,961,1403,33,330,91,4,188,1114,26,2836,4,0,7043,0,3,73,8,22,452,5,10,1578,0,0,0,0,24,4620,2,6,5,121,21,0,695,67,5,0,0,7,136,562,0,98,55,3,676,0,36,7,238,74,0,2
GSM5016043,5,11,3031,2900,24,7,0,1,0,0,0,198,11,0,2,815,0,3,3,0,772,0,377,111,101,232,2,4602,375,0,0,37,7,0,21,0,353,98,176,2181,58,0,600,604,3201,33,62,1084,719,511,13,1,701,33,1524,0,1359,450,68,158,570,3,1005,1887,7,8079,1,0,8,0,24,54,0,49,142,5,6,1228,0,1,0,0,17,3501,3,14,15,18,9,0,597,0,3,0,0,8,159,58,0,72,669,4,242,0,41,2,8,98,0,0
GSM5016044,75,20,86,853,24,5,626,23,9,14,4,381,4,0,1,548,0,1,0,0,626,0,737,15,220,607,5,1979,389,0,0,1,4,0,21,0,75,143,523,1968,22,0,170,578,3741,35,260,2359,1755,208,2,3,260,98,970,5,983,3445,20,323,271,13,212,970,2,5690,4,0,13,0,10,7,0,17,536,6,7,1041,0,7,0,0,28,3806,1,5,15,130,10,0,894,21,3,0,0,4,291,290,0,120,10,3,429,1,36,7,61,53,0,0
GSM5016045,0,1,244,63,0,0,0,0,0,0,0,181,0,0,0,731,0,0,0,0,23,0,117,9,6,0,0,0,0,0,0,0,0,0,0,0,41,96,0,163,111,0,0,0,465,0,96,213,71,0,0,0,24,125,0,0,247,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,1512,0,108,0,226,0,0,538,14,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSM5016046,462,18,344,1002,35,9,2218,689,30,8,2,297,6,0,3,556,0,2,0,1,746,0,492,69,185,507,5,2800,459,0,0,2,2,0,30,0,66,178,386,1530,24,0,113,547,2990,56,244,1284,647,238,3,2,220,123,688,10,1161,4136,14,341,202,3,214,823,22,3796,2,0,503,0,5,78,1,15,249,11,5,998,0,0,0,0,21,2773,9,5,6,115,10,0,866,19,3,0,1,5,156,260,0,87,54,1,321,0,30,2,66,56,0,0
GSM5016047,2,4,2195,1606,43,15,13,8,1,0,3,337,10,1,1,1665,0,10,1,3,1257,0,714,68,128,311,3,2839,353,0,0,2,2,0,28,0,361,96,324,1970,15,0,330,346,3957,32,202,975,1349,434,7,1,715,45,1265,1,1023,717,42,238,484,8,618,1654,9,8882,1,0,239,0,4,96,1,47,386,9,12,1006,0,0,0,0,22,4126,19,6,9,7,15,1,692,5,2,0,3,8,261,117,0,62,115,5,361,1,80,11,4,115,0,0
GSM5016048,194,31,1124,1395,186,47,3360,3150,0,1,1,351,4,0,4,756,0,0,0,2,548,0,256,1,73,277,6,1611,241,1,0,4,0,0,15,0,246,63,244,1077,159,0,288,870,3446,5,94,579,1411,1000,1,1,172,26,734,3,1301,518,22,188,192,1,399,1051,7,6504,1,0,8,0,12,69,2,34,1375,3,2,678,0,2,0,0,10,2142,30,5,5,18,8,0,972,4,1,0,1,11,436,109,0,75,195,2,183,0,46,5,0,91,0,1
GSM5016049,17,22,1478,2449,68,18,1,0,1,4,6,310,7,1,1,812,0,12,1,3,1514,0,896,82,218,413,16,4986,640,0,0,8,4,0,40,0,128,251,622,1878,26,0,210,182,4355,43,923,2495,584,269,15,4,443,148,1207,2,994,1742,64,434,193,3,243,1495,11,4315,8,0,692,0,9,39,6,57,410,15,13,1553,0,0,0,2,38,6283,7,6,9,92,26,0,623,29,2,0,0,14,147,708,0,93,365,5,563,0,53,12,136,129,0,1
GSM5016050,7,23,483,1046,70,18,5,1,1,4,22,297,12,1,3,664,0,11,1,0,1157,0,966,71,126,340,16,3781,362,0,0,3,3,0,32,0,168,122,482,1406,86,1,160,338,2823,33,583,1338,671,174,13,2,323,73,844,2,687,875,49,356,174,17,470,1303,12,3536,2,0,2122,1,62,129,3,48,249,19,13,1301,0,0,0,0,25,4724,11,11,5,52,25,0,561,36,3,0,0,10,117,483,0,42,33,3,444,0,34,7,197,129,0,1
GSM5016051,7,3,417,660,52,14,0,0,0,0,1,221,6,0,1,672,0,4,1,0,874,1,436,57,123,304,9,2827,418,0,0,1,1,0,20,0,311,184,294,1445,39,1,252,366,3523,29,308,1066,982,313,6,2,424,69,1025,0,851,780,21,308,326,13,672,1317,14,6490,0,0,309,0,3,88,4,68,261,12,12,965,1,0,0,0,16,3876,16,9,10,17,16,0,555,5,2,0,0,13,229,207,0,59,189,6,352,0,46,6,18,88,0,2
GSM5016052,15,10,1916,1439,53,10,14,1,1,5,7,227,4,0,1,587,0,3,0,2,814,0,417,19,118,296,16,2954,359,0,0,4,3,0,26,0,172,117,189,1024,19,1,229,489,2228,27,216,759,637,345,8,3,334,47,677,18,644,1063,37,310,201,3,449,987,9,2960,2,0,24,0,10,240,4,25,245,13,9,1032,0,0,0,0,25,3601,21,15,10,124,13,0,670,10,3,0,0,10,101,493,0,49,233,2,285,2,47,2,11,97,0,0
GSM5016053,7,17,1660,2279,18,13,10,6,3,0,5,177,6,1,1,823,0,5,3,2,850,1,685,3,132,355,12,4730,519,0,0,53,2,0,29,0,289,201,351,2308,10,0,486,456,3869,31,404,1864,515,341,9,1,394,74,1370,4,896,878,60,348,430,2,617,1711,20,6144,8,0,119,0,28,112,6,42,197,10,15,1416,0,2,0,0,31,5678,9,10,6,137,19,0,481,15,2,0,0,10,127,196,0,89,291,3,447,1,31,7,53,135,0,0
GSM5016054,5,6,1290,1315,20,5,0,0,0,0,1,251,11,0,1,709,0,2,0,0,379,0,261,46,95,297,1,2319,265,0,0,0,8,0,14,0,177,101,138,2048,15,0,684,1313,2593,13,25,567,1485,973,5,0,173,20,1214,0,833,1099,24,125,120,1,572,1457,35,5789,1,0,8,0,4,38,2,19,210,7,1,859,0,1,0,0,10,1551,11,1,20,10,0,0,1395,1,0,0,0,8,252,17,0,66,235,16,210,0,29,7,3,28,0,0
GSM5016055,14,8,510,894,40,27,7,4,0,4,5,148,2,0,0,689,0,12,1,1,1365,1,336,65,106,176,2,4425,521,0,0,4,5,0,26,0,73,348,124,870,21,0,336,42,1727,38,864,914,212,50,35,3,309,118,474,2,374,740,28,401,64,7,120,780,2,1371,11,0,152,0,12,116,7,21,153,29,10,861,0,0,0,1,54,5379,28,11,6,134,32,0,258,19,7,0,1,15,38,715,0,48,98,0,442,0,24,20,238,96,0,1
GSM5016056,5,4,1864,2261,24,13,0,1,0,0,0,251,14,0,3,1151,0,4,1,2,589,0,587,106,155,344,5,3968,437,0,0,5,1,0,16,0,207,46,332,3233,9,2,749,1511,3587,6,73,1389,913,652,6,0,279,19,2030,0,1534,1038,80,179,704,5,1537,2237,22,11612,1,0,7,0,8,51,0,51,239,5,3,1356,0,2,0,0,9,3861,2,1,8,5,6,0,1195,0,2,0,0,13,288,18,0,86,256,3,369,0,52,10,3,64,0,1
GSM5016057,0,0,265,906,0,0,1335,1392,0,0,1,487,0,0,0,806,0,0,0,0,1087,0,1048,214,232,1229,0,3636,905,0,0,0,0,0,78,0,31,263,311,3236,54,0,0,512,2682,351,108,1644,625,496,0,0,226,124,1552,0,2056,11319,0,545,0,0,435,830,0,3172,32,0,1100,0,0,79,1,0,290,0,0,1402,0,0,0,0,100,4476,0,0,0,181,0,0,1344,19,0,0,0,0,20,553,0,298,0,89,848,0,33,0,0,0,0,0
GSM5016058,620,57,1088,1740,164,43,4219,3631,24,8,3,263,8,0,0,988,0,10,0,0,1460,1,580,131,176,396,13,6257,533,0,0,0,0,0,45,0,179,222,512,2108,123,0,252,808,3947,58,576,1239,2297,465,6,3,451,77,1030,4,1489,1837,94,395,259,10,798,1368,33,9622,2,0,169,0,12,56,4,56,297,16,9,1313,0,0,0,1,29,5239,14,10,16,31,21,0,742,15,4,0,1,12,235,356,0,96,265,7,501,0,39,8,40,148,0,0
GSM5016059,16,4,655,1680,76,20,6,4,2,13,14,432,9,0,0,734,0,10,1,2,1550,1,1261,53,264,919,59,3686,604,0,0,1,1,0,30,0,73,151,345,2198,37,0,312,187,4266,40,937,3122,601,148,7,13,337,184,1062,19,821,2006,37,527,83,8,328,1423,12,3613,2,0,1568,0,12,210,6,14,492,23,13,1438,0,0,0,0,49,5674,14,10,4,134,21,0,883,72,2,0,0,8,170,965,0,112,32,3,686,0,44,9,12,153,0,1
GSM5016060,9,1,580,1414,20,5,3,0,0,2,1,195,5,0,0,618,0,2,1,0,565,0,449,41,138,388,3,2899,394,0,0,1,3,0,30,0,164,73,488,2635,4,1,338,1191,3640,16,85,1460,1615,453,4,0,240,51,1648,0,1126,1435,43,187,543,1,1183,1526,12,9971,1,0,99,0,5,17,0,27,149,4,2,1004,0,3,0,0,18,3233,9,2,11,7,3,0,774,0,2,0,0,12,219,39,0,81,411,4,358,0,42,7,2,86,0,1
GSM5016061,80,16,58,418,44,10,128,26,7,8,5,162,3,0,0,502,0,8,0,3,1730,3,510,46,174,243,7,4807,397,0,0,0,2,0,28,0,41,225,209,995,10,0,13,8,1983,48,1188,1342,150,29,13,4,341,125,494,3,533,1674,33,347,64,14,31,866,9,1266,5,0,51,0,17,36,4,23,166,31,14,613,0,0,0,0,45,5687,8,6,3,59,17,0,300,40,4,0,1,7,33,603,0,54,0,3,561,0,20,8,148,70,0,0
GSM5016062,7,5,2056,1806,96,21,3,2,2,1,1,383,12,0,0,955,0,13,1,3,1488,0,576,32,148,322,6,4341,521,0,0,2,3,0,34,0,461,100,467,1862,116,1,587,1422,4753,23,256,1213,1527,376,10,1,488,72,1245,2,1498,677,52,341,404,16,2019,2006,11,11596,0,0,198,0,14,244,2,99,557,10,6,1270,0,0,0,1,60,4886,35,3,18,24,15,0,812,6,4,0,2,18,360,282,0,68,444,3,430,0,69,13,59,131,0,0
GSM5016063,8,7,1202,2582,24,7,3,1,0,0,2,434,14,0,2,599,0,0,1,0,954,0,468,133,209,570,8,3435,515,0,0,9,4,0,30,0,148,178,276,2542,18,0,255,332,4627,49,335,2422,664,215,6,1,298,123,1468,10,1076,3831,99,284,131,7,686,1452,28,4422,2,0,718,0,10,71,8,11,543,12,10,1589,0,0,0,0,38,4489,3,6,7,255,7,0,1604,18,4,0,0,11,244,309,0,156,82,11,549,0,34,6,80,49,0,0
GSM5016064,24,11,712,1666,50,13,35,12,7,10,5,283,8,1,2,502,0,6,2,2,2129,0,663,63,224,480,17,5723,688,0,0,0,4,0,42,0,126,240,707,2386,28,3,366,478,4386,37,651,1955,653,175,16,6,431,168,1369,3,1382,4604,63,541,230,9,428,1576,36,4743,11,0,1386,0,9,72,9,31,286,37,8,1826,0,1,0,0,42,5171,13,26,3,86,15,0,861,19,6,0,1,19,146,592,0,139,235,3,537,0,35,8,145,102,0,2
GSM5016065,47,13,996,2139,105,26,36,17,10,10,15,429,3,0,1,850,0,9,0,1,1675,2,998,49,301,570,39,5662,824,0,0,0,0,0,55,0,130,345,468,2239,42,1,200,180,5257,76,1046,2248,698,121,11,12,697,149,1357,14,1347,1910,43,632,153,11,371,1924,15,4998,3,0,1371,0,46,89,3,35,527,36,13,1481,1,0,0,1,52,7176,63,11,4,93,19,0,646,43,5,0,4,20,153,2128,0,93,131,6,852,0,52,18,237,177,0,2
GSM5016066,7,6,1165,1231,34,7,0,0,1,0,2,213,12,1,1,1186,0,8,0,0,846,0,353,111,104,330,4,3238,366,0,0,3,3,0,27,0,217,126,248,1769,9,1,501,838,3140,81,158,1079,860,414,7,0,606,26,1122,0,1113,682,36,207,319,8,897,1582,5,8021,0,0,926,0,10,58,7,27,204,10,4,1106,0,0,0,0,19,3741,11,2,15,8,11,0,532,3,6,0,0,8,188,129,0,44,543,5,415,0,78,6,19,92,0,0
GSM5016067,145,23,202,839,54,11,1235,399,9,6,9,300,6,0,0,455,0,6,0,0,1151,0,862,38,162,492,15,3233,528,0,0,1,3,0,24,0,53,117,313,1378,22,0,86,168,3492,38,467,1594,486,98,9,4,256,93,725,5,1070,1817,22,423,117,9,163,985,5,2934,1,0,2231,0,31,81,6,32,380,9,10,1142,0,0,0,1,23,3955,43,3,5,71,12,1,449,24,4,0,1,8,136,513,0,84,20,2,505,0,19,10,73,110,0,2
GSM5016068,15,14,191,1872,79,15,14,2,8,6,11,243,6,3,4,704,1,3,0,0,1494,2,1029,62,206,478,19,5460,583,0,0,1,2,0,39,0,57,311,290,1837,16,1,18,1,3946,87,893,2865,424,92,12,3,479,125,995,17,858,1250,26,440,82,17,60,1120,21,2512,1,0,836,0,27,17,6,12,263,22,10,1365,0,0,0,1,51,7345,28,6,6,122,15,0,404,41,3,0,2,14,78,1257,0,79,4,3,760,0,44,8,53,160,0,2
GSM5016069,3,8,2194,2421,29,8,0,0,1,3,3,259,12,0,1,800,0,4,0,3,655,1,407,152,113,277,12,3590,322,0,0,33,0,0,12,0,283,112,129,1344,50,0,332,648,2715,41,207,768,904,350,8,0,742,34,1031,1,899,484,60,246,532,6,706,1292,12,4493,1,0,495,0,34,253,3,66,371,5,2,1059,0,0,0,0,11,2748,18,1,19,8,12,0,690,3,1,0,0,6,181,162,0,55,307,3,246,1,52,5,10,135,0,0
GSM5016070,10,16,269,876,21,5,251,16,2,10,2,256,3,0,0,555,0,1,0,1,651,0,576,54,169,373,4,2147,500,0,0,1,4,0,19,0,72,131,1041,2024,19,0,281,584,4144,27,169,2358,989,331,3,2,175,120,1145,3,648,2649,40,265,225,0,337,1071,20,4587,8,0,374,0,7,13,3,15,202,10,4,1239,0,1,0,1,22,4397,2,2,11,67,10,0,641,17,0,0,0,4,165,112,0,122,44,2,389,0,24,3,141,54,0,0
GSM5016071,5,4,684,1190,32,9,4,2,0,9,2,165,6,0,24,666,0,3,0,1,692,0,403,51,163,347,2,2743,353,0,0,1,0,0,20,0,284,111,367,2156,56,0,407,1334,3875,24,186,1298,1154,361,7,0,277,49,1369,0,1006,1039,45,247,542,3,1155,1279,10,11691,1,0,186,0,6,38,1,45,147,5,3,1008,0,4,0,1,17,3929,6,11,2,25,13,0,696,5,2,0,1,16,221,97,0,88,34,7,399,0,37,5,41,95,0,0
GSM5016072,140,9,140,808,13,3,1618,797,8,12,3,202,3,0,0,559,0,3,0,1,463,2,503,39,126,382,7,1970,424,0,0,0,2,0,15,0,45,99,613,1744,7,0,94,84,3719,50,249,2887,360,98,3,3,183,109,950,6,810,2875,33,209,146,4,191,949,13,3165,4,0,938,0,4,15,3,23,247,3,7,1064,0,0,0,0,18,5024,4,4,5,64,9,0,465,28,1,0,0,4,107,185,0,97,12,2,465,0,18,10,120,63,0,1
GSM5016073,20,31,15,1009,83,16,168,35,15,12,10,235,5,1,0,275,0,6,0,0,888,0,943,23,171,460,6,2360,338,0,0,0,1,0,16,0,36,91,164,1206,17,0,16,16,3370,25,702,2075,375,40,8,6,366,137,579,5,685,1665,25,363,94,15,37,937,13,1663,14,0,223,0,6,75,6,8,379,26,9,1298,0,0,0,0,65,4149,2,9,5,47,14,0,502,63,3,0,1,11,101,500,0,90,4,1,519,0,21,8,10,80,0,0
GSM5016074,4,6,460,491,9,5,0,0,0,0,1,195,6,0,5,911,0,1,0,0,482,0,387,30,109,296,2,2455,317,0,0,4,2,0,25,0,257,129,451,2269,9,0,617,2045,3406,4,36,1161,1806,590,4,0,169,43,1418,0,1175,837,14,160,435,1,725,1473,16,10451,0,0,11,0,0,40,0,41,254,8,6,896,0,3,0,0,18,3167,7,2,4,2,5,1,814,0,0,0,0,8,343,19,0,73,105,0,353,0,38,6,0,55,0,0
GSM5016075,124,10,327,586,30,10,565,516,6,5,4,275,8,0,6,818,0,2,0,0,774,0,536,31,217,550,5,3040,514,0,0,0,0,0,24,0,134,104,125,2027,40,0,126,800,4184,51,158,1552,776,469,1,2,261,105,995,3,1450,2788,13,364,241,0,544,1262,11,7396,0,0,239,0,8,37,4,23,248,6,8,1102,0,0,0,0,41,4249,2,4,7,88,8,0,765,14,0,0,0,16,174,201,0,100,95,5,416,0,35,9,76,65,0,0
GSM5016076,18,5,434,847,19,4,29,0,3,1,3,241,7,0,1,616,0,5,0,1,607,0,473,23,134,392,1,2515,404,0,0,3,1,0,14,0,126,107,268,2223,1,0,208,572,4243,27,177,2248,1226,293,8,0,158,93,1335,1,949,2227,39,229,217,1,490,1576,22,7130,2,0,218,0,6,36,6,21,273,4,8,1188,0,0,0,0,17,4823,2,6,4,63,8,0,659,17,3,0,1,4,209,111,0,90,181,5,502,0,30,6,80,55,0,1
GSM5016077,14,9,388,1028,36,6,0,5,0,5,5,279,3,3,1,750,1,5,0,0,847,0,564,17,135,525,15,2906,408,0,0,1,3,0,10,0,140,95,218,1694,35,0,151,614,3283,39,297,1304,1063,283,3,1,246,81,846,6,1066,2366,40,333,165,1,474,1156,5,4983,2,0,546,0,7,30,6,19,427,11,9,1092,0,1,0,0,10,3745,12,8,3,63,1,0,802,13,5,0,0,11,178,394,0,79,44,8,396,1,22,3,78,72,0,5
GSM5016078,12,9,2547,1372,18,4,0,3,0,1,1,133,10,0,0,784,0,10,1,0,658,1,386,36,75,195,7,3191,286,0,0,20,0,0,17,0,261,158,221,1594,3,0,833,806,2717,34,103,1166,465,359,19,0,494,51,1037,0,949,291,55,251,460,10,888,1263,10,7259,0,0,6,0,6,187,0,60,230,6,15,958,1,1,0,1,15,4117,20,11,13,4,22,7,499,3,0,0,0,16,176,115,0,50,551,3,328,4,27,17,1,93,0,1
GSM5016079,13,9,373,774,38,11,190,94,4,11,4,181,5,0,1,472,0,2,0,1,984,0,719,22,167,417,1,4826,477,0,0,10,3,0,31,0,56,167,354,2582,11,0,114,270,3206,44,391,2386,393,170,8,5,322,133,1308,7,772,1701,35,256,138,7,314,1284,20,3867,2,0,2501,0,8,23,3,22,151,18,12,1210,0,0,0,0,14,5127,9,6,4,53,6,0,434,36,3,0,0,0,89,260,0,74,86,2,568,0,34,7,85,75,0,0
