Unnamed: 0,BTN1A1,OLAH,LILRB5,CSF1R,CEL,CELP,LALBA,CSN2,LINC02532,LPO,MED15P9,YIF1B,LOC112268261,SMIM33,LOC105375790,IL16,LOC107985488,LOC105378863,LOC105371982,LOC105370705,DDX55,KLRF2,SLC2A10,SIGLEC14,BCDIN3D,SNRPN,CDRT15P3,GLS,HSF2,OR52E5,LOC105377350,LOC105375248,LOC105375924,TTTY7,TTC41P,LINC02914,GIPC3,PTPN22,CPS1,FYTTD1,ASPG,MIR6729,NPY5R,LINCADL,HNRNPUL1,P2RY10,LOC102724851,LRBA,RGS3,TWIST2,EDNRB-AS1,PYY,SYT15B,C2orf15,KPNA3,CST6,TLE1,MIR4426,IL12RB2,ZNF554,SV2B,LOC105369961,TMEM100,PTPN21,SOHLH2,ANO6,LOC107986384,TRQ-TTG4-1,TAT,LOC105371606,LOC105378231,REELD1,ALOX12B,LOC107987361,MED16,SLC41A3-AS1,LOC105371860,LRRFIP2,LOC105376246,MC5R,MIR521-1,LOC105376364,LOC100996664,PRRC2C,LRCOL1,LOC105378816,NCR3,CTSV,LOC107985188,LOC105369682,ZNHIT1,RAB19,LOC107986837,MIR888,MIR3907,LOC107984023,CD81-AS1,ANO9,LOC105369448,NHLRC1,LHCGR,LOC105377073,ZSCAN12,MIR545,TMCC2,FAM87A,CYP4F11,KCND1,LOC105375251,LOC112268209
GSM5016184,5,8,1309,1574,38,11,28,0,1,2,3,165,5,2,1,686,0,10,1,1,719,0,532,58,98,259,2,4028,306,0,0,2,2,0,30,0,165,87,221,1310,54,0,545,271,2517,13,337,1228,1042,212,9,2,506,46,918,4,774,374,65,246,349,10,624,1373,16,4998,10,0,1388,0,19,77,2,59,163,10,6,877,0,0,0,1,41,4701,17,7,3,15,43,0,301,12,6,0,0,12,114,161,0,42,337,2,358,1,31,8,28,117,0,1
GSM5016185,8,9,832,918,47,13,4,0,1,0,7,196,8,0,4,1171,0,7,1,0,1026,0,672,34,167,308,4,4650,525,0,0,0,2,0,18,0,281,89,571,2257,61,0,515,594,3835,37,440,1819,1623,356,15,1,258,80,1388,1,987,732,44,296,594,7,1185,1771,19,11732,4,0,835,0,111,43,3,79,161,23,7,1495,1,2,1,0,34,6146,10,6,3,34,22,0,349,13,6,0,0,17,142,359,0,73,113,0,499,0,25,7,21,126,0,1
GSM5016186,17,20,290,1014,23,6,156,1,7,0,9,266,12,5,0,918,0,0,0,0,580,0,815,68,169,669,4,4363,635,0,0,0,0,0,12,0,66,154,372,3003,8,0,231,972,4321,125,160,1730,845,389,0,1,336,103,1523,7,1196,4551,18,215,259,0,585,1295,3,6614,6,0,298,0,7,49,0,48,243,5,3,1390,0,4,0,0,17,4643,6,6,22,96,0,0,826,23,2,0,0,16,125,111,0,154,101,0,653,0,57,4,57,72,0,0
GSM5016187,1,9,920,1240,9,3,0,1,0,0,0,276,7,0,0,857,0,0,1,0,307,0,346,65,102,286,1,3020,269,0,0,1,0,0,12,0,261,28,360,2153,26,0,701,789,3526,25,42,1539,1368,594,2,0,173,33,1549,0,1226,619,41,162,330,5,653,2260,6,10005,2,0,204,0,2,7,1,25,281,2,2,775,0,0,0,0,9,2904,6,1,7,5,3,0,747,2,0,0,0,4,291,27,0,76,144,4,285,0,28,6,1,61,0,1
GSM5016188,2,8,2290,1655,45,13,0,1,0,0,0,237,6,0,2,1261,0,2,0,0,781,1,227,134,61,214,3,3225,269,0,0,8,9,0,27,0,293,78,225,1375,39,1,770,548,2730,22,150,841,1371,473,8,0,245,35,1064,0,1002,303,66,196,279,11,835,1688,7,6991,2,0,3,0,12,97,2,50,339,9,9,843,0,0,0,0,14,3071,10,11,3,6,25,0,461,2,3,0,1,14,248,100,0,63,982,7,304,0,42,5,0,67,0,0
GSM5016189,15,6,273,847,45,9,39,1,4,2,10,216,7,0,0,656,0,9,1,0,1472,2,693,52,200,441,4,4870,692,0,0,4,4,0,35,0,138,319,293,2568,14,0,281,447,4257,70,1010,2481,443,141,9,3,477,121,1626,2,1078,1086,47,364,127,14,512,1653,12,6381,3,0,338,0,4,46,2,52,125,24,10,1230,0,0,0,1,25,7372,15,7,4,214,24,2,446,29,7,0,2,11,78,418,0,63,88,6,839,0,37,8,100,92,0,0
GSM5016190,9,12,589,555,21,5,0,1,1,2,3,94,4,0,1,488,0,4,0,1,934,0,334,36,105,188,3,3701,394,0,0,2,1,0,34,0,174,136,320,1388,25,0,618,378,2712,20,366,1214,572,193,6,1,267,67,856,0,890,683,33,292,259,5,675,1255,9,7705,8,0,1192,0,6,73,1,31,83,8,11,756,0,0,0,0,39,4596,6,13,0,17,20,0,281,6,1,0,0,5,78,139,0,55,350,1,409,2,18,9,25,57,0,0
GSM5016191,32,10,784,643,83,20,1327,1061,0,0,0,191,7,0,1,959,0,3,2,0,782,0,420,24,111,235,2,3253,424,0,0,10,1,0,27,0,325,109,400,2203,64,0,784,729,3319,14,157,1267,1638,567,14,0,293,63,1571,0,994,384,31,266,646,7,947,1765,4,13084,1,0,3,0,112,34,0,75,138,9,4,1005,0,6,0,0,32,4322,14,4,3,5,36,0,355,1,1,0,0,3,192,81,0,49,256,5,389,1,44,6,0,120,0,0
GSM5016192,10,5,1917,1854,65,11,0,0,4,1,5,318,9,1,1,1260,1,11,0,1,900,1,807,6,192,427,9,5683,553,0,0,10,6,0,25,0,442,146,508,2529,65,1,822,746,5176,35,318,1855,1193,589,16,2,705,88,1773,7,1294,966,60,353,661,12,906,2381,18,11706,1,0,81,0,234,40,3,75,416,23,8,1468,0,2,0,0,44,6438,41,5,3,115,16,0,831,15,2,0,1,17,269,342,0,105,805,11,631,0,57,14,53,177,0,0
GSM5016193,3,7,1536,1203,37,8,5,2,1,1,3,286,4,0,3,684,0,5,1,0,1169,0,477,36,115,254,2,3775,416,0,0,11,0,0,22,0,233,170,288,1458,45,0,481,538,3188,31,384,1182,917,300,4,3,346,62,984,5,1114,511,45,337,253,9,728,1569,3,6626,0,0,176,0,10,116,3,53,283,9,6,869,0,0,0,2,29,4945,10,12,5,68,34,1,482,5,2,0,1,10,161,249,0,61,333,1,441,0,37,9,86,87,0,0
GSM5016194,6,7,1852,2074,28,8,10,13,0,1,2,312,12,0,3,974,0,4,1,1,653,0,373,41,102,292,1,3309,305,0,0,52,0,0,34,0,255,118,365,2232,22,0,651,1053,3762,33,73,1045,747,704,7,0,216,49,1875,0,1079,488,76,152,420,5,1001,1868,19,8378,2,0,9,0,7,30,1,53,445,8,5,981,0,2,0,0,10,3089,5,5,10,11,13,1,867,1,0,0,0,8,338,50,0,79,474,4,318,0,60,7,0,79,0,0
GSM5016195,10,10,969,845,55,14,89,13,0,3,7,185,9,0,0,597,0,3,1,0,1101,0,687,44,172,354,4,3922,535,0,0,32,0,0,32,0,228,114,596,2333,30,0,263,430,3846,23,503,2014,638,239,7,2,398,126,1408,1,1066,1157,47,279,596,6,864,1505,12,6955,1,0,1729,0,14,21,5,54,197,15,11,1233,0,0,0,0,13,5185,8,6,8,31,10,0,564,20,6,0,1,7,139,309,0,69,608,5,477,0,56,9,40,136,0,2
GSM5016196,4,3,435,1102,4,0,0,0,0,0,0,324,9,0,11,401,0,5,0,0,421,0,425,32,158,391,2,2507,342,0,0,0,1,0,23,0,216,76,404,2213,10,0,385,1526,2788,1,39,1022,1601,406,0,0,161,30,1387,0,1518,886,21,157,573,1,1031,1164,13,7621,2,0,4,0,5,11,1,19,208,5,3,777,0,1,0,0,13,2273,15,1,5,4,0,0,1074,0,2,0,0,6,318,7,0,71,508,19,287,0,44,4,0,80,0,0
GSM5016197,3,4,837,2103,26,5,3,2,0,0,28,580,12,0,0,576,0,1,3,2,542,0,452,54,189,817,26,2328,557,0,0,0,2,0,13,0,166,64,170,1960,35,0,180,787,3141,40,179,1127,1011,427,2,3,296,83,1097,22,1456,3640,17,240,220,3,1326,1035,32,3651,0,0,3640,0,10,47,1,35,662,12,3,1089,0,1,0,0,39,3104,14,2,24,90,1,0,1790,15,0,0,1,13,191,347,0,145,36,16,291,0,45,6,64,90,0,5
GSM5016198,26,0,1073,1797,19,8,9,11,0,0,34,363,17,1,0,547,0,0,0,0,544,0,288,9,228,542,12,2343,419,0,0,0,5,0,18,0,134,64,84,1483,5,0,156,1078,2844,40,217,1142,528,379,36,6,187,97,730,9,1414,5257,29,317,117,3,370,824,20,2716,6,0,333,0,0,53,11,25,261,4,0,1459,0,0,0,0,40,2553,12,24,17,61,0,0,1475,19,5,0,3,22,102,323,0,102,216,17,235,0,51,4,35,82,0,3
GSM5016199,12,19,68,868,33,14,61,13,14,4,12,663,9,2,2,521,0,0,0,0,571,0,649,23,245,847,22,2446,634,0,0,0,1,0,10,0,18,106,270,2076,5,1,24,182,4333,67,196,1881,523,191,6,8,181,170,894,33,986,4185,4,291,69,0,224,786,1,2036,11,0,529,0,12,47,9,7,875,2,2,1237,0,0,0,0,18,3245,14,5,10,90,0,0,1563,48,3,0,0,10,193,431,0,115,6,5,392,0,42,5,90,97,0,3
GSM5016200,4,7,1709,1299,37,6,0,0,0,0,2,182,8,0,1,687,0,5,0,0,708,0,312,20,84,221,7,3039,389,0,0,3,0,0,24,0,128,50,318,1722,88,0,724,511,3002,8,93,1067,891,261,6,0,263,47,1161,3,1531,345,30,180,450,7,734,1524,12,9073,1,0,1033,0,4,61,0,64,366,5,6,874,0,1,0,0,17,3442,12,5,3,22,19,0,561,5,2,0,0,15,184,86,0,67,608,11,334,0,40,5,8,119,0,2
GSM5016201,7,9,3964,2593,64,12,15,9,0,0,1,342,13,0,4,1352,0,3,3,3,1224,0,400,82,178,188,2,5546,432,0,0,15,5,0,46,0,579,364,413,3475,7,0,662,1163,4620,40,177,1572,744,552,23,0,609,45,2341,0,1583,684,134,199,519,5,1192,2718,15,11612,2,0,8,0,274,170,1,86,145,6,9,1525,0,2,0,0,20,5372,10,10,9,20,5,0,773,0,3,0,0,8,186,64,0,123,693,5,453,0,50,12,4,104,0,0
GSM5016202,10,10,5051,5749,47,9,2,0,0,0,3,470,12,0,2,1854,1,2,0,0,972,0,742,43,177,574,3,4778,550,0,0,8,4,0,45,0,311,110,731,3816,21,0,1080,1610,5884,36,96,3826,1263,693,5,0,330,53,2728,0,2319,1202,227,326,767,9,1576,3196,14,17376,2,0,177,0,117,14,0,65,416,12,6,1850,0,0,0,0,19,6935,9,2,11,37,7,1,1285,6,2,0,1,15,342,91,0,100,931,14,593,0,52,19,23,120,0,0
GSM5016203,32,20,391,1368,37,8,274,77,3,5,2,458,8,0,1,749,0,3,4,0,604,0,969,43,236,659,4,3323,703,0,0,0,0,0,15,0,174,111,308,2291,31,0,234,357,4851,50,173,1850,1237,330,1,6,241,125,1435,19,1377,4408,21,327,205,4,392,1038,6,4902,3,0,1471,0,4,21,8,28,620,3,1,1071,0,3,0,0,19,3984,6,3,4,88,0,0,977,26,6,0,1,3,302,213,0,111,8,4,363,0,47,22,32,117,0,0
GSM5016204,9,12,412,946,9,1,17,0,9,2,24,395,14,0,0,444,1,1,0,0,257,0,353,44,130,581,31,1446,329,0,0,0,0,0,22,0,40,77,109,946,22,0,42,258,2062,32,130,770,528,295,3,1,166,67,509,60,901,6353,30,191,55,0,164,416,38,1189,9,0,102,0,1,34,4,6,379,0,1,628,0,0,0,0,46,2817,10,11,3,255,7,0,1734,11,0,0,0,7,46,367,0,175,59,16,122,0,18,3,62,42,0,1
GSM5016205,17,0,935,1488,33,3,62,0,0,0,53,793,18,0,0,461,0,0,0,0,368,0,430,85,196,823,58,1417,321,0,0,0,0,0,4,0,47,36,171,1590,46,0,142,1154,2509,27,146,1087,1207,618,20,16,269,53,756,28,1364,4580,6,273,92,11,448,698,0,2294,12,0,347,0,35,164,8,9,907,1,3,753,0,0,0,0,64,3856,55,0,18,167,1,0,2968,40,0,0,0,13,121,398,0,173,25,40,172,0,56,7,86,139,0,0
GSM5016206,13,3,1206,1748,34,6,8,0,0,0,2,458,10,0,1,922,0,10,0,0,389,0,599,6,182,410,11,3873,418,0,0,6,0,0,31,0,445,33,448,2262,65,0,1012,1552,3746,0,57,1072,2860,770,0,5,267,25,1708,8,2086,1308,30,145,483,3,1210,2303,23,11489,1,0,230,0,8,45,0,45,503,4,0,1028,0,0,0,0,9,3532,18,1,14,15,0,2,1530,2,0,0,0,11,274,52,0,100,254,13,383,0,47,3,0,84,0,5
GSM5016207,4,13,2028,2414,27,13,3,1,0,0,2,395,13,0,4,979,0,4,3,5,627,0,625,52,153,507,10,3273,624,0,0,10,12,0,30,0,264,132,289,2869,23,0,636,808,4759,56,133,1868,872,319,3,4,386,69,1908,13,1612,2287,58,262,347,1,903,1600,15,7398,7,0,1351,0,5,12,2,32,423,2,2,1173,0,0,0,1,22,4264,5,4,1,96,1,0,1147,23,0,0,0,17,253,167,0,109,635,4,543,0,76,17,15,48,0,0
GSM5016208,16,3,520,953,21,6,7,0,0,2,4,609,13,0,2,581,0,1,0,2,363,0,378,45,127,656,10,1736,322,0,0,0,0,0,20,0,181,26,177,1745,139,1,241,1697,3136,23,66,685,1161,1122,3,2,173,33,1103,8,1557,3398,12,105,189,1,731,838,10,5942,3,0,6,0,3,22,0,20,780,0,2,896,0,11,0,0,22,2225,16,2,12,7,2,0,2413,10,2,0,0,12,319,97,0,96,36,15,128,0,43,8,17,49,0,0
GSM5016209,8,4,854,694,14,3,0,3,0,0,1,253,7,0,0,1014,0,0,1,0,548,0,506,41,136,378,2,3216,489,0,0,1,2,0,26,0,318,61,508,2425,11,0,537,2135,3952,19,36,1118,3622,742,5,2,239,22,1399,0,1409,1241,27,244,887,2,2571,1545,23,14882,1,0,8,0,0,35,1,42,94,1,4,1047,0,0,0,0,23,3593,0,5,4,3,4,0,770,3,3,0,1,4,200,10,0,84,58,6,471,0,65,2,0,60,0,0
GSM5016210,2,5,315,468,10,1,0,0,0,0,2,159,8,0,0,563,0,0,0,0,530,0,268,4,98,361,0,3424,334,0,0,0,0,0,27,0,125,69,321,2372,28,0,773,1474,2244,19,19,876,845,609,0,0,149,49,1483,0,1545,1213,2,127,395,0,1070,1058,3,9429,0,0,0,0,4,32,0,21,53,3,3,783,0,3,0,0,11,2469,4,3,0,2,8,0,748,9,0,0,0,2,118,4,0,85,293,2,228,3,11,4,12,27,0,0
GSM5016211,0,0,334,768,0,0,0,0,0,0,36,697,0,0,0,262,0,0,1,0,268,0,212,85,81,249,1,528,80,0,0,0,9,0,9,0,0,31,56,438,123,0,0,1189,962,72,63,226,496,157,0,0,119,0,149,95,549,2227,0,199,33,0,51,251,35,746,0,0,67,0,0,0,0,2,1684,0,7,249,0,0,0,0,86,6287,53,31,0,24,2,0,2588,1,0,0,0,0,17,433,0,184,28,0,153,0,91,0,0,32,0,0
